Type,Menu,Menu group,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Item tags,Deferred,Qty sold,Avg. price,Avg. item price (not incl. mods),Gross sales,Discount amount,Refund amount,Void amount,Net sales,Tax,Waste count,Waste amount
openItem,Open items,Open Food,Extra Egg,,,,[],false,1.0,2.00,2.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
openItem,Open items,Open Food,Extra Onions,,,,[],false,1.0,1.50,1.50,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0
openItem,Open items,Open Food,Extra Raspberry Vinaigrette,,,,[],false,1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
openItem,Open items,Open Food,Extra Toasted,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Fried Hard,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Fries Fried Hard,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,LIGHT LETTUCE ON BOTH SALADS,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Light Cheese,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Light Ham On Sub,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Light House And Mayo,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Light House On Sub,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Light Lettuce,,,,[],false,2.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Light Mayo,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Light Onions,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Lightly Toasted,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Lite Sause,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Lite Toast,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Lite Tosted,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,NO MEAT ON BOTH SUBS,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,NO MEAT ON SUB,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,"NO MEAT ON THIS STEAK SUB, VEGGIES ONLY",,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,No Meat,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Pizza Togo,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Season,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Toasted Extra Crispy,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,With Spageti Noodles,,,,[],false,1.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,X Cheese,,,,[],false,1.0,2.00,2.00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
